Date,Open,High,Low,Close,Adj Close,Volume
2010-06-21,3390.000000,3620.000000,3270.000000,3390.000000,2566.638916,12675000
2010-06-22,3480.000000,3490.000000,3380.000000,3480.000000,2634.779785,6915000
2010-06-23,3560.000000,3570.000000,3440.000000,3560.000000,2695.349365,5757500
2010-06-24,3560.000000,3660.000000,3540.000000,3560.000000,2695.349365,4707500
2010-06-25,3690.000000,3740.000000,3560.000000,3690.000000,2793.774902,6952500
2010-06-28,3610.000000,3780.000000,3580.000000,3610.000000,2733.204834,8627500
2010-06-29,3500.000000,3610.000000,3450.000000,3500.000000,2694.557129,13605000
2010-06-30,3400.000000,3460.000000,3370.000000,3400.000000,2617.570068,13922500
2010-07-01,3400.000000,3450.000000,3370.000000,3400.000000,2617.570068,9877500
2010-07-02,3400.000000,3440.000000,3380.000000,3400.000000,2617.570068,5627500
2010-07-05,3400.000000,3440.000000,3370.000000,3400.000000,2617.570068,2327500
2010-07-06,3410.000000,3420.000000,3390.000000,3410.000000,2625.269043,3882500
2010-07-07,3410.000000,3430.000000,3370.000000,3410.000000,2625.269043,4677500
2010-07-08,3390.000000,3440.000000,3380.000000,3390.000000,2609.871826,7162500
2010-07-09,3420.000000,3420.000000,3390.000000,3420.000000,2632.967529,3175000
2010-07-12,3380.000000,3420.000000,3360.000000,3380.000000,2602.173340,20
2010-07-13,3330.000000,3400.000000,3310.000000,3330.000000,2563.678955,9970000
2010-07-14,3330.000000,3350.000000,3330.000000,3330.000000,2563.678955,9597500
2010-07-15,3310.000000,3330.000000,3270.000000,3310.000000,2548.281494,6802500
2010-07-16,3290.000000,3300.000000,3280.000000,3290.000000,2532.883789,6210000
2010-07-19,3300.000000,3320.000000,3260.000000,3300.000000,2540.582764,9107500
2010-07-20,3320.000000,3370.000000,3320.000000,3320.000000,2555.979980,12412500
2010-07-21,3300.000000,3330.000000,3280.000000,3300.000000,2540.582764,12252500
2010-07-22,3280.000000,3300.000000,3260.000000,3280.000000,2525.185547,11925000
2010-07-23,3270.000000,3310.000000,3260.000000,3270.000000,2517.486816,15827500
2010-07-26,3300.000000,3310.000000,3280.000000,3300.000000,2540.582764,11185000
2010-07-27,3330.000000,3360.000000,3300.000000,3330.000000,2563.678955,20902500
2010-07-28,3310.000000,3360.000000,3310.000000,3310.000000,2548.281494,10562500
2010-07-29,3430.000000,3440.000000,3330.000000,3430.000000,2640.666260,20985000
2010-07-30,3390.000000,3470.000000,3350.000000,3390.000000,2609.871826,17820000
2010-08-02,3350.000000,3400.000000,3330.000000,3350.000000,2579.076416,13517500
2010-08-03,3220.000000,3360.000000,3210.000000,3220.000000,2478.992920,16930000
2010-08-04,3250.000000,3290.000000,3210.000000,3250.000000,2502.089355,7965000
2010-08-05,3340.000000,3340.000000,3260.000000,3340.000000,2571.377686,8362500
2010-08-06,3320.000000,3350.000000,3300.000000,3320.000000,2555.979980,3252500
2010-08-09,3330.000000,3350.000000,3310.000000,3330.000000,2563.678955,3067500
2010-08-10,3320.000000,3340.000000,3290.000000,3320.000000,2555.979980,6577500
2010-08-11,3300.000000,3320.000000,3280.000000,3300.000000,2540.582764,2317500
2010-08-12,3290.000000,3300.000000,3260.000000,3290.000000,2532.883789,5410000
2010-08-13,3290.000000,3310.000000,3260.000000,3290.000000,2532.883789,3692500
2010-08-16,3320.000000,3330.000000,3280.000000,3320.000000,2555.979980,6095000
2010-08-18,3400.000000,3400.000000,3300.000000,3400.000000,2617.570068,16145000
2010-08-19,3380.000000,3420.000000,3350.000000,3380.000000,2602.173340,8602500
2010-08-20,3400.000000,3420.000000,3360.000000,3400.000000,2617.570068,19237500
2010-08-23,3390.000000,3430.000000,3380.000000,3390.000000,2609.871826,4820000
2010-08-24,3300.000000,3390.000000,3300.000000,3300.000000,2540.582764,5957500
2010-08-25,3380.000000,3390.000000,3300.000000,3380.000000,2602.173340,6957500
2010-08-26,3300.000000,3390.000000,3300.000000,3300.000000,2540.582764,7927500
2010-08-27,3310.000000,3330.000000,3280.000000,3310.000000,2548.281494,6627500
2010-08-30,3280.000000,3360.000000,3240.000000,3280.000000,2525.185547,8707500
2010-08-31,3220.000000,3270.000000,3190.000000,3220.000000,2478.992920,16107500
2010-09-01,3250.000000,3260.000000,3230.000000,3250.000000,2502.089355,13740000
2010-09-02,3200.000000,3270.000000,3190.000000,3200.000000,2463.595215,9020000
2010-09-03,3250.000000,3250.000000,3220.000000,3250.000000,2502.089355,4960000
2010-09-06,3290.000000,3290.000000,3240.000000,3290.000000,2532.883789,13062500
2010-09-07,3280.000000,3290.000000,3250.000000,3280.000000,2525.185547,4900000
2010-09-15,3300.000000,3390.000000,3290.000000,3360.000000,2586.775146,37992500
2010-09-16,3310.000000,3390.000000,3300.000000,3310.000000,2548.281494,14275000
2010-09-17,3300.000000,3360.000000,3200.000000,3300.000000,2540.582764,9900000
2010-09-20,3360.000000,3360.000000,3260.000000,3360.000000,2586.775146,5440000
2010-09-21,3350.000000,3380.000000,3320.000000,3350.000000,2579.076416,7522500
2010-09-22,3340.000000,3370.000000,3320.000000,3340.000000,2571.377686,8300000
2010-09-23,3360.000000,3370.000000,3320.000000,3360.000000,2586.775146,3720000
2010-09-24,3400.000000,3420.000000,3360.000000,3400.000000,2617.570068,15915000
2010-09-27,3420.000000,3450.000000,3400.000000,3420.000000,2632.967529,16857500
2010-09-28,3370.000000,3420.000000,3360.000000,3370.000000,2594.473633,17200000
2010-09-29,3410.000000,3430.000000,3400.000000,3410.000000,2625.269043,16727500
2010-09-30,3370.000000,3410.000000,3370.000000,3370.000000,2594.473633,10992500
2010-10-01,3420.000000,3420.000000,3370.000000,3420.000000,2632.967529,13592500
2010-10-04,3490.000000,3510.000000,3430.000000,3490.000000,2686.858643,22357500
2010-10-05,3470.000000,3500.000000,3460.000000,3470.000000,2671.461426,9077500
2010-10-06,3480.000000,3500.000000,3470.000000,3480.000000,2679.160400,6987500
2010-10-07,3480.000000,3500.000000,3450.000000,3480.000000,2679.160400,6537500
2010-10-08,3410.000000,3460.000000,3380.000000,3410.000000,2625.269043,5595000
2010-10-11,3470.000000,3470.000000,3400.000000,3470.000000,2671.461426,6010000
2010-10-12,3480.000000,3480.000000,3460.000000,3480.000000,2679.160400,2957500
2010-10-13,3740.000000,3740.000000,3480.000000,3740.000000,2879.327393,11845000
2010-10-14,3740.000000,3840.000000,3680.000000,3740.000000,2879.327393,11935000
2010-10-15,3610.000000,3680.000000,3600.000000,3610.000000,2779.243408,3602500
2010-10-18,3450.000000,3570.000000,3440.000000,3450.000000,2656.063721,9720000
2010-10-19,3500.000000,3510.000000,3450.000000,3500.000000,2694.557129,6340000
2010-10-20,3500.000000,3530.000000,3450.000000,3500.000000,2694.557129,6390000
2010-10-21,3490.000000,3510.000000,3490.000000,3490.000000,2686.858643,3105000
2010-10-22,3470.000000,3500.000000,3460.000000,3470.000000,2671.461426,4920000
2010-10-25,3480.000000,3500.000000,3470.000000,3480.000000,2679.160400,6835000
2010-10-26,3520.000000,3550.000000,3470.000000,3520.000000,2709.955322,7065000
2010-10-27,3530.000000,3570.000000,3500.000000,3530.000000,2717.653809,9432500
2010-10-28,3540.000000,3550.000000,3530.000000,3540.000000,2725.352295,10720000
2010-10-29,3490.000000,3560.000000,3450.000000,3490.000000,2686.858643,6492500
2010-11-01,3380.000000,3480.000000,3360.000000,3380.000000,2602.173340,13472500
2010-11-02,3270.000000,3420.000000,3250.000000,3270.000000,2517.486816,16595000
2010-11-03,3270.000000,3330.000000,3260.000000,3270.000000,2517.486816,8185000
2010-11-04,3300.000000,3320.000000,3270.000000,3300.000000,2540.582764,12615000
2010-11-05,3250.000000,3300.000000,3240.000000,3250.000000,2502.089355,9532500
2010-11-08,3280.000000,3290.000000,3250.000000,3280.000000,2525.185547,14192500
2010-11-09,3260.000000,3280.000000,3240.000000,3260.000000,2509.788086,16975000
2010-11-10,3270.000000,3270.000000,3240.000000,3270.000000,2517.486816,13780000
2010-11-11,3230.000000,3290.000000,3220.000000,3230.000000,2486.691650,15585000
2010-11-12,3260.000000,3290.000000,3230.000000,3260.000000,2509.788086,6322500
2010-11-15,3300.000000,3340.000000,3270.000000,3300.000000,2540.582764,14572500
2010-11-16,3340.000000,3340.000000,3270.000000,3340.000000,2571.377686,11055000
2010-11-18,3400.000000,3400.000000,3320.000000,3400.000000,2617.570068,19595000
2010-11-19,3490.000000,3500.000000,3370.000000,3490.000000,2686.858643,39960000
2010-11-22,3460.000000,3490.000000,3420.000000,3460.000000,2663.762695,4625000
2010-11-23,3400.000000,3460.000000,3380.000000,3400.000000,2617.570068,10015000
2010-11-24,3400.000000,3400.000000,3320.000000,3400.000000,2617.570068,9445000
2010-11-25,3430.000000,3460.000000,3410.000000,3430.000000,2640.666260,4530000
2010-11-26,3310.000000,3430.000000,3310.000000,3310.000000,2548.281494,8607500
2010-11-29,3220.000000,3290.000000,3180.000000,3220.000000,2494.062744,12960000
2010-11-30,3000.000000,3210.000000,3000.000000,3000.000000,2323.660645,43535000
2010-12-01,3140.000000,3140.000000,3050.000000,3140.000000,2432.098877,12860000
2010-12-02,3340.000000,3400.000000,3190.000000,3340.000000,2587.009277,21647500
2010-12-03,3240.000000,3400.000000,3200.000000,3240.000000,2509.553955,15710000
2010-12-06,3290.000000,3300.000000,3230.000000,3290.000000,2548.281250,7375000
2010-12-08,3310.000000,3340.000000,3220.000000,3310.000000,2563.772461,11917500
2010-12-09,3320.000000,3320.000000,3270.000000,3320.000000,2571.517822,6405000
2010-12-10,3290.000000,3320.000000,3220.000000,3290.000000,2548.281250,5130000
2010-12-13,3230.000000,3250.000000,3230.000000,3230.000000,2501.808350,4912500
2010-12-14,3160.000000,3250.000000,3160.000000,3160.000000,2447.589111,12135000
2010-12-15,3160.000000,3180.000000,3070.000000,3160.000000,2447.589111,16987500
2010-12-16,3030.000000,3160.000000,3000.000000,3030.000000,2346.896973,16645000
2010-12-17,3040.000000,3090.000000,3010.000000,3040.000000,2354.644043,17187500
2010-12-20,3130.000000,3130.000000,3030.000000,3130.000000,2424.353271,9205000
2010-12-21,3180.000000,3220.000000,3110.000000,3180.000000,2463.080566,9927500
2010-12-22,3180.000000,3210.000000,3150.000000,3180.000000,2463.080566,6762500
2010-12-23,3200.000000,3220.000000,3140.000000,3200.000000,2478.571533,3712500
2010-12-27,3150.000000,3180.000000,3110.000000,3150.000000,2439.844238,3340000
2010-12-28,3180.000000,3200.000000,3120.000000,3180.000000,2463.080566,2470000
2010-12-29,3240.000000,3280.000000,3230.000000,3240.000000,2509.553955,8657500
2010-12-30,3300.000000,3300.000000,3240.000000,3300.000000,2556.027100,6460000
2011-01-03,3210.000000,3330.000000,3190.000000,3210.000000,2486.317383,8712500
2011-01-04,3210.000000,3260.000000,3200.000000,3210.000000,2486.317383,5727500
2011-01-05,3270.000000,3270.000000,3180.000000,3270.000000,2532.790771,3192500
2011-01-06,3220.000000,3280.000000,3200.000000,3220.000000,2494.062744,5577500
2011-01-07,3190.000000,3220.000000,3100.000000,3190.000000,2470.826660,11157500
2011-01-10,3130.000000,3200.000000,3100.000000,3130.000000,2424.353271,6700000
2011-01-11,3100.000000,3170.000000,3100.000000,3100.000000,2401.115967,10557500
2011-01-12,3130.000000,3140.000000,3020.000000,3130.000000,2424.353271,8927500
2011-01-13,3180.000000,3270.000000,3150.000000,3180.000000,2463.080566,11872500
2011-01-14,3210.000000,3210.000000,3110.000000,3210.000000,2486.317383,4770000
2011-01-17,3290.000000,3290.000000,3140.000000,3290.000000,2548.281250,4897500
2011-01-18,3220.000000,3270.000000,3170.000000,3220.000000,2494.062744,4742500
2011-01-19,3140.000000,3220.000000,3110.000000,3140.000000,2432.098877,5475000
2011-01-20,3050.000000,3140.000000,3040.000000,3050.000000,2362.388672,5395000
2011-01-21,2850.000000,3000.000000,2760.000000,2850.000000,2207.477539,37570000
2011-01-24,2800.000000,2870.000000,2780.000000,2800.000000,2168.750244,8765000
2011-01-25,2830.000000,2860.000000,2790.000000,2830.000000,2191.986816,13795000
2011-01-26,2850.000000,2920.000000,2800.000000,2850.000000,2207.477539,16747500
2011-01-27,2960.000000,3020.000000,2850.000000,2960.000000,2292.678711,21815000
2011-01-28,2980.000000,2990.000000,2930.000000,2980.000000,2308.169922,6440000
2011-01-31,3010.000000,3140.000000,2850.000000,3010.000000,2331.406494,17027500
2011-02-01,3020.000000,3070.000000,2960.000000,3020.000000,2339.152344,7280000
2011-02-02,3050.000000,3100.000000,3020.000000,3050.000000,2362.388672,3477500
2011-02-04,3150.000000,3150.000000,3030.000000,3150.000000,2439.844238,2617500
2011-02-07,3110.000000,3150.000000,3060.000000,3110.000000,2408.862061,3135000
2011-02-08,2990.000000,3150.000000,2970.000000,2990.000000,2315.915527,6320000
2011-02-09,3000.000000,3000.000000,2920.000000,3000.000000,2323.660645,7660000
2011-02-10,2930.000000,2960.000000,2820.000000,2930.000000,2269.442383,17262500
2011-02-11,2920.000000,3050.000000,2860.000000,2920.000000,2261.696289,8530000
2011-02-14,2900.000000,3010.000000,2870.000000,2900.000000,2246.205566,4432500
2011-02-16,3030.000000,3050.000000,2850.000000,3030.000000,2346.896973,15590000
2011-02-17,2990.000000,3060.000000,2990.000000,2990.000000,2315.915527,4345000
2011-02-18,3100.000000,3120.000000,3020.000000,3100.000000,2401.115967,5640000
2011-02-21,3090.000000,3110.000000,3070.000000,3090.000000,2393.371094,2467500
2011-02-22,3050.000000,3080.000000,2990.000000,3050.000000,2362.388672,4650000
2011-02-23,3140.000000,3190.000000,2980.000000,3140.000000,2432.098877,9062500
2011-02-24,3120.000000,3170.000000,3100.000000,3120.000000,2416.607422,3422500
2011-02-25,3100.000000,3220.000000,3080.000000,3100.000000,2401.115967,5842500
2011-02-28,3240.000000,3240.000000,3130.000000,3240.000000,2509.553955,7975000
2011-03-01,3250.000000,3280.000000,3210.000000,3250.000000,2517.299561,6422500
2011-03-02,3240.000000,3240.000000,3180.000000,3240.000000,2509.553955,7507500
2011-03-03,3300.000000,3330.000000,3230.000000,3300.000000,2556.027100,15400000
2011-03-04,3340.000000,3350.000000,3320.000000,3340.000000,2587.009277,11680000
2011-03-07,3380.000000,3380.000000,3330.000000,3380.000000,2617.991943,6367500
2011-03-08,3360.000000,3380.000000,3330.000000,3360.000000,2602.500244,9540000
2011-03-09,3350.000000,3390.000000,3350.000000,3350.000000,2594.754639,5397500
2011-03-10,3340.000000,3370.000000,3310.000000,3340.000000,2587.009277,3167500
2011-03-11,3360.000000,3360.000000,3230.000000,3360.000000,2602.500244,3832500
2011-03-14,3300.000000,3370.000000,3300.000000,3300.000000,2556.027100,2280000
2011-03-15,3290.000000,3340.000000,3210.000000,3290.000000,2548.281250,5577500
2011-03-16,3310.000000,3320.000000,3270.000000,3310.000000,2563.772461,36705000
2011-03-17,3220.000000,3290.000000,3210.000000,3220.000000,2494.062744,13965000
2011-03-18,3120.000000,3250.000000,3110.000000,3120.000000,2416.607422,8767500
2011-03-21,3210.000000,3220.000000,3110.000000,3210.000000,2486.317383,4070000
2011-03-22,3190.000000,3240.000000,3160.000000,3190.000000,2470.826660,3200000
2011-03-23,3190.000000,3190.000000,3190.000000,3190.000000,2470.826660,0
2011-03-24,3260.000000,3270.000000,3220.000000,3260.000000,2525.045166,7437500
2011-03-25,3200.000000,3270.000000,3200.000000,3200.000000,2478.571533,7227500
2011-03-28,3150.000000,3190.000000,3140.000000,3150.000000,2439.844238,8777500
2011-03-29,3060.000000,3140.000000,3050.000000,3060.000000,2370.134033,21702500
2011-03-30,3060.000000,3100.000000,3050.000000,3060.000000,2370.134033,20132500
2011-03-31,3060.000000,3100.000000,3050.000000,3060.000000,2370.134033,21272500
2011-04-01,3090.000000,3130.000000,3070.000000,3090.000000,2393.371094,26315000
2011-04-04,3040.000000,3110.000000,3020.000000,3040.000000,2354.644043,26140000
2011-04-05,3060.000000,3080.000000,3040.000000,3060.000000,2370.134033,14940000
2011-04-06,3060.000000,3070.000000,3050.000000,3060.000000,2370.134033,13275000
2011-04-07,3060.000000,3080.000000,3040.000000,3060.000000,2370.134033,13290000
2011-04-08,3020.000000,3060.000000,3020.000000,3020.000000,2339.152344,22462500
2011-04-11,3030.000000,3050.000000,3020.000000,3030.000000,2346.896973,15782500
2011-04-12,3030.000000,3030.000000,3020.000000,3030.000000,2346.896973,6435000
2011-04-13,3020.000000,3060.000000,3000.000000,3020.000000,2339.152344,19782500
2011-04-14,2990.000000,3010.000000,2990.000000,2990.000000,2315.915527,12932500
2011-04-15,2990.000000,3010.000000,2980.000000,2990.000000,2315.915527,10670000
2011-04-18,3000.000000,3010.000000,2990.000000,3000.000000,2323.660645,13465000
2011-04-19,3030.000000,3060.000000,2980.000000,3030.000000,2346.896973,15047500
2011-04-20,3060.000000,3070.000000,3010.000000,3060.000000,2370.134033,14122500
2011-04-21,3070.000000,3080.000000,3050.000000,3070.000000,2377.879639,13627500
2011-04-25,3040.000000,3080.000000,3030.000000,3040.000000,2354.644043,6927500
2011-04-26,3050.000000,3050.000000,3020.000000,3050.000000,2362.388672,5845000
2011-04-27,3050.000000,3080.000000,3040.000000,3050.000000,2362.388672,6182500
2011-04-28,3060.000000,3060.000000,3030.000000,3060.000000,2370.134033,3680000
2011-04-29,3060.000000,3070.000000,3050.000000,3060.000000,2370.134033,7817500
2011-05-02,3060.000000,3060.000000,3030.000000,3060.000000,2370.134033,5797500
2011-05-03,3040.000000,3060.000000,3030.000000,3040.000000,2354.644043,5130000
2011-05-04,3000.000000,3040.000000,2990.000000,3000.000000,2323.660645,33652500
2011-05-05,3000.000000,3000.000000,2970.000000,3000.000000,2323.660645,18722500
2011-05-06,2990.000000,3020.000000,2980.000000,2990.000000,2315.915527,14227500
2011-05-09,2990.000000,3010.000000,2980.000000,2990.000000,2315.915527,5592500
2011-05-10,2980.000000,3030.000000,2980.000000,2980.000000,2308.169922,3567500
2011-05-11,3000.000000,3020.000000,2990.000000,3000.000000,2323.660645,5002500
2011-05-12,2980.000000,3020.000000,2970.000000,2980.000000,2308.169922,19155000
2011-05-13,2980.000000,3010.000000,2970.000000,2980.000000,2308.169922,5202500
2011-05-16,2960.000000,2980.000000,2930.000000,2960.000000,2292.678711,10730000
2011-05-18,2980.000000,3000.000000,2950.000000,2980.000000,2308.169922,6982500
2011-05-19,2990.000000,3020.000000,2990.000000,2990.000000,2315.915527,7665000
2011-05-20,3000.000000,3030.000000,2990.000000,3000.000000,2323.660645,8395000
